id,name,main_image,additional_images,mrp,special_price,description,video_url,category,stock_status
1,Multipurpose Plastic Storage Basket with Lid (Brown),"https://i.imgur.com/YlkpkV9.jpeg,https:/","https://i.imgur.com/pOcRPTj.png,https://i.imgur.com/kQNPsOn.png",99,49,"Material: Plastic Type: Storage Boxes Lid Type: Lid Color: Brown No. of Compartments: 1 Product Length: 18 cm Product Height: 10.5 cm Product Breadth: 20 cm Net Quantity (N): 1 VERSATILE STORAGE: Square woven basket with matching lid perfect for organizing household items, toys, crafts, or accessories while adding a decorative touch to any room DURABLE CONSTRUCTION: Made from high-quality plastic with an attractive woven pattern design that provides both strength and ventilation while being easy to clean STYLISH DESIGN: Features a beautiful brown basket with contrasting orange lid that complements various home décor styles while keeping contents neatly concealed STACKABLE SOLUTION: Designed with a flat lid and stable base allowing for convenient stacking to maximize vertical storage space in cupboards, shelves or wardrobes PRACTICAL SIZE: Compact yet spacious container offers ample storage capacity while remaining lightweight and portable for easy movement between rooms Country of Origin: India",,HOUSEHOLD,IN STOCK
