id,name,main_image,additional_images,mrp,special_price,description,video_url,category,stock_status
1,"Multipurpose Plastic Storage Basket (Brown)","https://i.imgur.com/YlkpkV9.jpeg","",100,49,"Multipurpose storage basket. Material: Plastic. Color: Brown with orange lid. Perfect for organizing household items. Durable construction with attractive woven pattern. Features stable base and stackable design. Dimensions: Length 18cm Height 10.5cm Breadth 20cm.",,,"IN STOCK"
